primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name,view_primary_key
1869,CAM_DS_SAHDR_CORE,VIEW,ASSET_MANAGED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,33
1870,CAM_DS_SAHDR_CORE,VIEW,CISCO_ASSET_MANAGERS,VARCHAR(4000),COLUMN,N,CPS_DSCI_BR,33
1871,CAM_DS_SAHDR_CORE,VIEW,RAY_ALLEN_CONTRACT_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,33
1872,CAM_DS_SAHDR_CORE,VIEW,CXEA_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,33
1873,CAM_DS_SAHDR_CORE,VIEW,BILLTO_CAV_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,33
1874,CAM_DS_SAHDR_CORE,VIEW,BILLTO_CAV_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,33
1875,CAM_DS_SAHDR_CORE,VIEW,BILLTO_CAV_BU_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,33
1876,CAM_DS_SAHDR_CORE,VIEW,BILLTO_CAV_BU_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,33
1877,CAM_DS_SAHDR_CORE,VIEW,ALLOCATED_SERVICE_GROUP,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,33
1878,CAM_DS_SAHDR_CORE,VIEW,SERVICE_PROGRAM,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,33
1879,CAM_DS_SAHDR_CORE,VIEW,CXEA_SUBREF_ID,VARCHAR(4000),COLUMN,N,CPS_DSCI_BR,33
1880,CAM_DS_SAHDR_CORE,VIEW,CXEA_HW_CONTRACT_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,33
1881,CAM_DS_SAHDR_CORE,VIEW,GSP_ATTACHMENT_LEVEL,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,33
1882,CAM_DS_SAHDR_CORE,VIEW,CXEA_CUSTOMER_ID,VARCHAR(4000),COLUMN,N,CPS_DSCI_BR,33
1883,CAM_DS_SAHDR_CORE,VIEW,SFC_CUSTOMER_ID,VARCHAR(4000),COLUMN,N,CPS_DSCI_BR,33
1884,CAM_DS_SAHDR_CORE,VIEW,SERVICE_LINE_IDENTIFIER,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,33
1885,CAM_DS_SAHDR_CORE,VIEW,LINKED_CONTRACT_NUMBER,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,33
1886,CAM_DS_SAHDR_CORE,VIEW,EDWSF_SOURCE_DELETED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,33
1887,CAM_DS_SAIB_ITEMS,VIEW,INVENTORY_ITEM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1888,CAM_DS_SAIB_ITEMS,VIEW,ITEM_NAME,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1889,CAM_DS_SAIB_ITEMS,VIEW,DESCRIPTION,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,34
1890,CAM_DS_SAIB_ITEMS,VIEW,ITEM_TYPE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,34
1891,CAM_DS_SAIB_ITEMS,VIEW,SERIALIZED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
1892,CAM_DS_SAIB_ITEMS,VIEW,ITEM_STATUS_C3,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1893,CAM_DS_SAIB_ITEMS,VIEW,ITEM_STATUS_MFG,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1894,CAM_DS_SAIB_ITEMS,VIEW,SERVICEABLE_PRODUCT_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
1895,CAM_DS_SAIB_ITEMS,VIEW,IB_TRACKABLE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
1896,CAM_DS_SAIB_ITEMS,VIEW,PROD_GROUP_CATEGORY_SET_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1897,CAM_DS_SAIB_ITEMS,VIEW,PROD_GROUP_CATEGORY_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1898,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_FAMILY,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1899,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_TYPE,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1900,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_SUB_GROUP,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1901,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_FAMILY_DESCRIPTION,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,34
1902,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_FAMILY_GROUP_VALUE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1903,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_FAMILY_GROUP,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1904,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_TYPE_GROUP,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1905,CAM_DS_SAIB_ITEMS,VIEW,HARDWARE_TYPE_FLAG,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1906,CAM_DS_SAIB_ITEMS,VIEW,LINE_OF_BUSINESS,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1907,CAM_DS_SAIB_ITEMS,VIEW,TECHNOLOGY_GROUP,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1908,CAM_DS_SAIB_ITEMS,VIEW,BUSINESS_UNIT,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1909,CAM_DS_SAIB_ITEMS,VIEW,IB_PRODUCT_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1910,CAM_DS_SAIB_ITEMS,VIEW,ITEM_CATALOG_GROUP_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1911,CAM_DS_SAIB_ITEMS,VIEW,CATALOG_PRODUCT_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1912,CAM_DS_SAIB_ITEMS,VIEW,LAST_DATE_OF_SUPPORT,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,34
1913,CAM_DS_SAIB_ITEMS,VIEW,MAPPED_TO_SERVICE_FLAG,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1914,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_PRICING_CATEGORY,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1915,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_LIST_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1916,CAM_DS_SAIB_ITEMS,VIEW,SERVICE_LIST_PRICE_ITEM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1917,CAM_DS_SAIB_ITEMS,VIEW,SERVICE_LIST_PRICE_ITEM_NAME,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1918,CAM_DS_SAIB_ITEMS,VIEW,SERVICE_LIST_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1919,CAM_DS_SAIB_ITEMS,VIEW,SOURCE_SYSTEM,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,34
1920,CAM_DS_SAIB_ITEMS,VIEW,NRT_CREATION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,34
1921,CAM_DS_SAIB_ITEMS,VIEW,NRT_CREATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1922,CAM_DS_SAIB_ITEMS,VIEW,NRT_LAST_UPDATE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,34
1923,CAM_DS_SAIB_ITEMS,VIEW,NRT_LAST_UPDATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1924,CAM_DS_SAIB_ITEMS,VIEW,NRT_REQUEST_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1925,CAM_DS_SAIB_ITEMS,VIEW,NRT_PROGRAM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1926,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_FAMILY_FLEX_VALUE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1927,CAM_DS_SAIB_ITEMS,VIEW,LAST_DATE_OF_SERVICE_ATTACH,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,34
1928,CAM_DS_SAIB_ITEMS,VIEW,END_OF_PRODUCT_SALES_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,34
1929,CAM_DS_SAIB_ITEMS,VIEW,LAST_DATE_OF_RENEWAL,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,34
1930,CAM_DS_SAIB_ITEMS,VIEW,PAK_ELIGIBLE_FLAG,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1931,CAM_DS_SAIB_ITEMS,VIEW,SMART_LICENSE_ENABLED_FLAG,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1932,CAM_DS_SAIB_ITEMS,VIEW,IH_LICENSE_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1933,CAM_DS_SAIB_ITEMS,VIEW,IH_PAK_ELIGIBILITY,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1934,CAM_DS_SAIB_ITEMS,VIEW,IH_SW_SUBSCRIPTION_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1935,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_FAMILY_MFG,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1936,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_TYPE_MFG,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1937,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_SUB_GROUP_MFG,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1938,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_COVERED,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1939,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_UNCOVERED,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1940,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_NEVER_COVERED,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1941,CAM_DS_SAIB_ITEMS,VIEW,INCLUDED_ITEM_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
1942,CAM_DS_SAIB_ITEMS,VIEW,BUSINESS_ENTITY_NAME_TOP,VARCHAR(640),COLUMN,N,CPS_DSCI_BR,34
1943,CAM_DS_SAIB_ITEMS,VIEW,BUSINESS_ENTITY_DESC_TOP,VARCHAR(640),COLUMN,N,CPS_DSCI_BR,34
1944,CAM_DS_SAIB_ITEMS,VIEW,SUB_BUSINESS_ENTITY_NAME_TOP,VARCHAR(640),COLUMN,N,CPS_DSCI_BR,34
1945,CAM_DS_SAIB_ITEMS,VIEW,SUB_BUSINESS_ENTITY_DESC_TOP,VARCHAR(640),COLUMN,N,CPS_DSCI_BR,34
1946,CAM_DS_SAIB_ITEMS,VIEW,BUSINESS_ENTITY_HIERARCHY_ALL,VARCHAR(4000),COLUMN,N,CPS_DSCI_BR,34
1947,CAM_DS_SAIB_ITEMS,VIEW,OFFER_TYPE,VARCHAR(150),COLUMN,N,CPS_DSCI_BR,34
1948,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_FAMILY_MFG_DESCR,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1949,CAM_DS_SAIB_ITEMS,VIEW,IH_PRICING_UNIT,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1950,CAM_DS_SAIB_ITEMS,VIEW,IH_DURATION_PRICING_QTY,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1951,CAM_DS_SAIB_ITEMS,VIEW,UPGRADE_ELIGIBLE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
1952,CAM_DS_SAIB_ITEMS,VIEW,CUSTOMER_ORDER_ENABLED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
1953,CAM_DS_SAIB_ITEMS,VIEW,MSA_FLAG,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1954,CAM_DS_SAIB_ITEMS,VIEW,PLANNED_ITEM_FLAG,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1955,CAM_DS_SAIB_ITEMS,VIEW,SPLC_FLAG,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1956,CAM_DS_SAIB_ITEMS,VIEW,DIVESTITURE_FLAG,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,34
1957,CAM_DS_SAIB_ITEMS,VIEW,LDOS_FISCAL_PERIOD_YEAR,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1958,CAM_DS_SAIB_ITEMS,VIEW,LDOS_FISCAL_PERIOD_QTR,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1959,CAM_DS_SAIB_ITEMS,VIEW,LDOS_FISCAL_PERIOD_NUM,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1960,CAM_DS_SAIB_ITEMS,VIEW,LDOS_FISCAL_PERIOD_NAME,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,34
1961,CAM_DS_SAIB_ITEMS,VIEW,END_OF_SW_MAINTENANCE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,34
1962,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_COVERED_SERIAL,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1963,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_UNCOVERED_SERIAL,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1964,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_NEVER_COVERED_SERIAL,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1965,CAM_DS_SAIB_ITEMS,VIEW,IB_QUANTITY_COVERED,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1966,CAM_DS_SAIB_ITEMS,VIEW,IB_QUANTITY_UNCOVERED,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1967,CAM_DS_SAIB_ITEMS,VIEW,IB_QUANTITY_NEVER_COVERED,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1968,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_COVERED_P,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1969,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_COVERED_S,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1970,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_COVERED_C,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1971,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_UNCOVERED_P,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1972,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_UNCOVERED_S,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1973,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_UNCOVERED_C,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1974,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_NEVER_COVERED_P,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1975,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_NEVER_COVERED_S,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1976,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_NEVER_COVERED_C,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1977,CAM_DS_SAIB_ITEMS,VIEW,ENT_COVERED_LINE_COUNT,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1978,CAM_DS_SAIB_ITEMS,VIEW,ENT_PRICE_NEGOTIATED_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1979,CAM_DS_SAIB_ITEMS,VIEW,ENT_PRICE_UNIT_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1980,CAM_DS_SAIB_ITEMS,VIEW,CONTRACT_COUNT,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1981,CAM_DS_SAIB_ITEMS,VIEW,BASE_INVENTORY_ITEM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1982,CAM_DS_SAIB_ITEMS,VIEW,SPARE_INVENTORY_ITEM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1983,CAM_DS_SAIB_ITEMS,VIEW,REFURBISHED_INVENTORY_ITEM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1984,CAM_DS_SAIB_ITEMS,VIEW,ROLLUP_INVENTORY_ITEM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1985,CAM_DS_SAIB_ITEMS,VIEW,GROUP_NAME,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,34
1986,CAM_DS_SAIB_ITEMS,VIEW,BASE_ITEM_NAME,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1987,CAM_DS_SAIB_ITEMS,VIEW,SPARE_ITEM_NAME,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1988,CAM_DS_SAIB_ITEMS,VIEW,REFURBISHED_ITEM_NAME,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,34
1989,CAM_DS_SAIB_ITEMS,VIEW,MFG_SERIALIZED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
1990,CAM_DS_SAIB_ITEMS,VIEW,IB_COUNT_INACTIVE,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1991,CAM_DS_SAIB_ITEMS,VIEW,ITEM_COST,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1992,CAM_DS_SAIB_ITEMS,VIEW,ITEM_CREATION_DATE_C3,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,34
1993,CAM_DS_SAIB_ITEMS,VIEW,ITEM_CREATION_DATE_MFG,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,34
1994,CAM_DS_SAIB_ITEMS,VIEW,ATTRIBUTE1,VARCHAR(640),COLUMN,N,CPS_DSCI_BR,34
1995,CAM_DS_SAIB_ITEMS,VIEW,PRODUCT_LIST_PRICE_GPL_US,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1996,CAM_DS_SAIB_ITEMS,VIEW,SERVICE_LIST_PRICE_GPL_US,FLOAT,COLUMN,N,CPS_DSCI_BR,34
1997,CAM_DS_SAIB_ITEMS,VIEW,TYPE_OF_QUANTITY,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
1998,CAM_DS_SAIB_ITEMS,VIEW,CX_ATO_SUITE_NAME,VARCHAR(4000),COLUMN,N,CPS_DSCI_BR,34
1999,CAM_DS_SAIB_ITEMS,VIEW,EA_ATO_SUITE_NAME,VARCHAR(4000),COLUMN,N,CPS_DSCI_BR,34
2000,CAM_DS_SAIB_ITEMS,VIEW,PID_CATEGORY,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2001,CAM_DS_SAIB_ITEMS,VIEW,MONETIZATION_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2002,CAM_DS_SAIB_ITEMS,VIEW,EA_BUYING_PROGRAM,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2003,CAM_DS_SAIB_ITEMS,VIEW,EA_FULFILL_METHOD,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2004,CAM_DS_SAIB_ITEMS,VIEW,CX_ARCHITECTURE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2005,CAM_DS_SAIB_ITEMS,VIEW,CX_SERVICE_ATTACH,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2006,CAM_DS_SAIB_ITEMS,VIEW,LDOS_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
2007,CAM_DS_SAIB_ITEMS,VIEW,SPM_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
2008,CAM_DS_SAIB_ITEMS,VIEW,CONSUMPTION_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2009,CAM_DS_SAIB_ITEMS,VIEW,FSUB_WORKLOAD_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2010,CAM_DS_SAIB_ITEMS,VIEW,FSUB_FULFILLMENT_SKU,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2011,CAM_DS_SAIB_ITEMS,VIEW,CHARGE_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2012,CAM_DS_SAIB_ITEMS,VIEW,FSUB_METERING_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,34
2013,CAM_DS_SAIB_ITEMS,VIEW,PLANNED_WARRANTY,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
2014,CAM_DS_SAIB_ITEMS,VIEW,EDWSF_SOURCE_DELETED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,34
2015,CAM_DS_SAIB_ITEMS,VIEW,IS_SIGNIFICANT,VARCHAR(3),COLUMN,N,CPS_DSCI_BR,34
2016,CAM_DS_SAIB_ITEMS_PRICE,VIEW,INVENTORY_ITEM_ID,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,35
2017,CAM_DS_SAIB_ITEMS_PRICE,VIEW,ITEM_NAME,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,35
2018,CAM_DS_SAIB_ITEMS_PRICE,VIEW,PROD_BASED_SERVICE_ITEM_ID,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,35
2019,CAM_DS_SAIB_ITEMS_PRICE,VIEW,PROD_BASED_SERVICE_ITEM,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,35
2020,CAM_DS_SAIB_ITEMS_PRICE,VIEW,GENERIC_SERVICE_ITEM_ID,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,35
2021,CAM_DS_SAIB_ITEMS_PRICE,VIEW,GENERIC_SERVICE_ITEM,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,35
2022,CAM_DS_SAIB_ITEMS_PRICE,VIEW,SERVICE_LIST_PRICE,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,35
2023,CAM_DS_SAIB_ITEMS_PRICE,VIEW,DURATION,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,35
2024,CAM_DS_SAIB_ITEMS_PRICE,VIEW,DURATION_UOM,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,35
2025,CAM_DS_SAIB_ITEMS_PRICE,VIEW,SERVICE_LIST_PRICE_GPL_US,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,35
2026,CAM_DS_SITE_GU_DENORM,VIEW,SITE_USE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2027,CAM_DS_SITE_GU_DENORM,VIEW,SITE_USE_CODE,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2028,CAM_DS_SITE_GU_DENORM,VIEW,SITE_USE_STATUS,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,36
2029,CAM_DS_SITE_GU_DENORM,VIEW,SITE_USE_NAME,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2030,CAM_DS_SITE_GU_DENORM,VIEW,SITE_USE_CREATED_BY_MODULE,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2031,CAM_DS_SITE_GU_DENORM,VIEW,SITE_USE_ORG_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2032,CAM_DS_SITE_GU_DENORM,VIEW,SITE_USE_SI_FLAG,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2033,CAM_DS_SITE_GU_DENORM,VIEW,CUST_ACCT_SITE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2034,CAM_DS_SITE_GU_DENORM,VIEW,CUST_ACCT_SITE_STATUS,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,36
2035,CAM_DS_SITE_GU_DENORM,VIEW,CR_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2036,CAM_DS_SITE_GU_DENORM,VIEW,CUST_ACCT_SITE_SI_FLAG,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2037,CAM_DS_SITE_GU_DENORM,VIEW,HQ_BRANCH_IND,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2038,CAM_DS_SITE_GU_DENORM,VIEW,CR_PARTY_NAME,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2039,CAM_DS_SITE_GU_DENORM,VIEW,GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2040,CAM_DS_SITE_GU_DENORM,VIEW,GU_NAME,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2041,CAM_DS_SITE_GU_DENORM,VIEW,HQ_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2042,CAM_DS_SITE_GU_DENORM,VIEW,PARENT_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2043,CAM_DS_SITE_GU_DENORM,VIEW,LOCATION_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2044,CAM_DS_SITE_GU_DENORM,VIEW,ADDRESS1,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2045,CAM_DS_SITE_GU_DENORM,VIEW,ADDRESS2,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2046,CAM_DS_SITE_GU_DENORM,VIEW,ADDRESS3,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2047,CAM_DS_SITE_GU_DENORM,VIEW,ADDRESS4,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2048,CAM_DS_SITE_GU_DENORM,VIEW,COUNTRY,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2049,CAM_DS_SITE_GU_DENORM,VIEW,CITY,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2050,CAM_DS_SITE_GU_DENORM,VIEW,POSTAL_CODE,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2051,CAM_DS_SITE_GU_DENORM,VIEW,STATE,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2052,CAM_DS_SITE_GU_DENORM,VIEW,PROVINCE,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2053,CAM_DS_SITE_GU_DENORM,VIEW,COUNTY,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2054,CAM_DS_SITE_GU_DENORM,VIEW,THEATER,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2055,CAM_DS_SITE_GU_DENORM,VIEW,PARTY_SITE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2056,CAM_DS_SITE_GU_DENORM,VIEW,PARTY_SITE_STATUS,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,36
2057,CAM_DS_SITE_GU_DENORM,VIEW,PARTY_SITE_ATTRIBUTE18,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
2058,CAM_DS_SITE_GU_DENORM,VIEW,PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,36
2059,CAM_DS_SITE_GU_DENORM,VIEW,PARTY_NUMBER,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,36
