primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name,view_primary_key
1269,CAM_DS_CVDPRDLINE_DETAIL,VIEW,INSTANCE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1270,CAM_DS_CVDPRDLINE_DETAIL,VIEW,LSE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1271,CAM_DS_CVDPRDLINE_DETAIL,VIEW,OBJECT_CODE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,30
1272,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CONTRACT_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1273,CAM_DS_CVDPRDLINE_DETAIL,VIEW,SERVICE_LINE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1274,CAM_DS_CVDPRDLINE_DETAIL,VIEW,STS_CODE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,30
1275,CAM_DS_CVDPRDLINE_DETAIL,VIEW,START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1276,CAM_DS_CVDPRDLINE_DETAIL,VIEW,END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1277,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CLE_ID_RENEWED,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1278,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CLE_ID_RENEWED_TO,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1279,CAM_DS_CVDPRDLINE_DETAIL,VIEW,DNR_FLAG,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1280,CAM_DS_CVDPRDLINE_DETAIL,VIEW,PRICE_NEGOTIATED,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1281,CAM_DS_CVDPRDLINE_DETAIL,VIEW,PRICE_UNIT,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1282,CAM_DS_CVDPRDLINE_DETAIL,VIEW,PBS_FLAG,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1283,CAM_DS_CVDPRDLINE_DETAIL,VIEW,MAINTENANCE_PO_NUMBER,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1284,CAM_DS_CVDPRDLINE_DETAIL,VIEW,MAINTENANCE_SO_NUMBER,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1285,CAM_DS_CVDPRDLINE_DETAIL,VIEW,DATE_TERMINATED,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1286,CAM_DS_CVDPRDLINE_DETAIL,VIEW,LINE_NUMBER,VARCHAR(150),COLUMN,N,CPS_DSCI_BR,30
1287,CAM_DS_CVDPRDLINE_DETAIL,VIEW,TRN_CODE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,30
1288,CAM_DS_CVDPRDLINE_DETAIL,VIEW,LINE_CREATION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1289,CAM_DS_CVDPRDLINE_DETAIL,VIEW,LINE_LAST_UPDATE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1290,CAM_DS_CVDPRDLINE_DETAIL,VIEW,LINE_CREATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1291,CAM_DS_CVDPRDLINE_DETAIL,VIEW,LINE_LAST_UPDATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1292,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CURRENCY_CODE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,30
1293,CAM_DS_CVDPRDLINE_DETAIL,VIEW,DATE_RENEWED,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1294,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE1,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1295,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE2,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1296,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE3,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1297,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE4,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1298,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE5,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1299,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE6,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1300,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE7,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1301,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE8,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1302,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE9,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1303,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE10,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1304,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE11,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1305,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE12,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1306,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE13,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1307,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE14,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1308,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CVD_ATTRIBUTE15,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1309,CAM_DS_CVDPRDLINE_DETAIL,VIEW,ENTITLED_START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1310,CAM_DS_CVDPRDLINE_DETAIL,VIEW,ENTITLED_END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1311,CAM_DS_CVDPRDLINE_DETAIL,VIEW,NRT_CREATION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1312,CAM_DS_CVDPRDLINE_DETAIL,VIEW,NRT_CREATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1313,CAM_DS_CVDPRDLINE_DETAIL,VIEW,NRT_LAST_UPDATE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1314,CAM_DS_CVDPRDLINE_DETAIL,VIEW,NRT_LAST_UPDATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1315,CAM_DS_CVDPRDLINE_DETAIL,VIEW,NRT_REQUEST_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1316,CAM_DS_CVDPRDLINE_DETAIL,VIEW,NRT_PROGRAM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1317,CAM_DS_CVDPRDLINE_DETAIL,VIEW,NUMBER_OF_ITEMS,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1318,CAM_DS_CVDPRDLINE_DETAIL,VIEW,INVENTORY_ITEM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1319,CAM_DS_CVDPRDLINE_DETAIL,VIEW,PRODUCT_LABEL,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,30
1320,CAM_DS_CVDPRDLINE_DETAIL,VIEW,PRODUCT_NOTES,VARCHAR(2000),COLUMN,N,CPS_DSCI_BR,30
1321,CAM_DS_CVDPRDLINE_DETAIL,VIEW,DUPLICATE_COVERAGE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,30
1322,CAM_DS_CVDPRDLINE_DETAIL,VIEW,DUPLICATE_CVG_REF_LINE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1323,CAM_DS_CVDPRDLINE_DETAIL,VIEW,USD_PRICE_NEGOTIATED,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1324,CAM_DS_CVDPRDLINE_DETAIL,VIEW,USD_PRICE_UNIT,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1325,CAM_DS_CVDPRDLINE_DETAIL,VIEW,USD_CONVERSION_RATE,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1326,CAM_DS_CVDPRDLINE_DETAIL,VIEW,COVERED_LINE_MOVED_FROM,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1327,CAM_DS_CVDPRDLINE_DETAIL,VIEW,COVERED_LINE_MOVED_TO,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1328,CAM_DS_CVDPRDLINE_DETAIL,VIEW,SAVA,VARCHAR(4000),COLUMN,N,CPS_DSCI_BR,30
1329,CAM_DS_CVDPRDLINE_DETAIL,VIEW,MAPPED_SKU,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,30
1330,CAM_DS_CVDPRDLINE_DETAIL,VIEW,ARCHITECTURE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1331,CAM_DS_CVDPRDLINE_DETAIL,VIEW,TECHNOLOGY,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1332,CAM_DS_CVDPRDLINE_DETAIL,VIEW,OFFER_TYPE,VARCHAR(150),COLUMN,N,CPS_DSCI_BR,30
1333,CAM_DS_CVDPRDLINE_DETAIL,VIEW,DEAL_END_CR_PARTY_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1334,CAM_DS_CVDPRDLINE_DETAIL,VIEW,ACTUAL_PRICE_NEGOTIATED,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1335,CAM_DS_CVDPRDLINE_DETAIL,VIEW,PROGRAM_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1336,CAM_DS_CVDPRDLINE_DETAIL,VIEW,END_DATE_FISCAL_PERIOD,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,30
1337,CAM_DS_CVDPRDLINE_DETAIL,VIEW,RENEWED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,30
1338,CAM_DS_CVDPRDLINE_DETAIL,VIEW,RENEWAL_ELIGIBLE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,30
1339,CAM_DS_CVDPRDLINE_DETAIL,VIEW,SERVICE_TYPE,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,30
1340,CAM_DS_CVDPRDLINE_DETAIL,VIEW,ORIGINAL_TRN_CODE,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,30
1341,CAM_DS_CVDPRDLINE_DETAIL,VIEW,MULTI_SO_LINE,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,30
1342,CAM_DS_CVDPRDLINE_DETAIL,VIEW,MULTI_SO_LINE_TYPE,VARCHAR(50),COLUMN,N,CPS_DSCI_BR,30
1343,CAM_DS_CVDPRDLINE_DETAIL,VIEW,QUOTE_NUMBER,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1344,CAM_DS_CVDPRDLINE_DETAIL,VIEW,QUOTE_TYPE,VARCHAR(100),COLUMN,N,CPS_DSCI_BR,30
1345,CAM_DS_CVDPRDLINE_DETAIL,VIEW,EXTERNAL_SERVICE_SO_NUMBER,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1346,CAM_DS_CVDPRDLINE_DETAIL,VIEW,EXTERNAL_SERVICE_SO_LINE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1347,CAM_DS_CVDPRDLINE_DETAIL,VIEW,ORDER_SOURCE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1348,CAM_DS_CVDPRDLINE_DETAIL,VIEW,ORDER_ORIGIN,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1349,CAM_DS_CVDPRDLINE_DETAIL,VIEW,PROPOSAL_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1350,CAM_DS_CVDPRDLINE_DETAIL,VIEW,OFFER_ATO_SUITE_NAME,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1351,CAM_DS_CVDPRDLINE_DETAIL,VIEW,OFFER_TRANSACTION_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1352,CAM_DS_CVDPRDLINE_DETAIL,VIEW,SO_NUMBER_SOURCE_SYSTEM,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1353,CAM_DS_CVDPRDLINE_DETAIL,VIEW,SO_LINE_ID_SOURCE_SYSTEM,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1354,CAM_DS_CVDPRDLINE_DETAIL,VIEW,INVOICE_ELIGIBLE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,30
1355,CAM_DS_CVDPRDLINE_DETAIL,VIEW,SERVICE_FEE_START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,30
1356,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CREDIT_FREE_COVERAGE,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1357,CAM_DS_CVDPRDLINE_DETAIL,VIEW,TERMINATION_CREDIT,FLOAT,COLUMN,N,CPS_DSCI_BR,30
1358,CAM_DS_CVDPRDLINE_DETAIL,VIEW,BUYING_PROGRAM_ID,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1359,CAM_DS_CVDPRDLINE_DETAIL,VIEW,OFFER_ATO_SUITE_COMMIT_STATUS,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,30
1360,CAM_DS_CVDPRDLINE_DETAIL,VIEW,ORIGINAL_LIST_PRICE,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,30
1361,CAM_DS_CVDPRDLINE_DETAIL,VIEW,DEFAULT_DURATION,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,30
1362,CAM_DS_CVDPRDLINE_DETAIL,VIEW,PROTECTED_DISCOUNT,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,30
1363,CAM_DS_CVDPRDLINE_DETAIL,VIEW,MONTHLY_EA_LIST_PRICE,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,30
1364,CAM_DS_CVDPRDLINE_DETAIL,VIEW,RESIDUAL_MONTHLY_LIST_PRICE,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,30
1365,CAM_DS_CVDPRDLINE_DETAIL,VIEW,MONTHLY_EA_CREDIT,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,30
1366,CAM_DS_CVDPRDLINE_DETAIL,VIEW,CREDIT_CODE,VARCHAR(480),COLUMN,N,CPS_DSCI_BR,30
1367,CAM_DS_CVDPRDLINE_DETAIL,VIEW,RESIDUAL_MONTHLY_CREDIT,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,30
1368,CAM_DS_CVDPRDLINE_DETAIL,VIEW,LP_PROTECT_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,30
1369,CAM_DS_CVDPRDLINE_DETAIL,VIEW,NRT_ATTRIBUTE1_C,VARCHAR(480),COLUMN,N,CPS_DSCI_BR,30
1370,CAM_DS_CVDPRDLINE_DETAIL,VIEW,NRT_ATTRIBUTE1_N,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,30
1371,CAM_DS_CVDPRDLINE_DETAIL,VIEW,OFFER_SUB_TRANSACTION_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,30
1372,CAM_DS_CVDPRDLINE_DETAIL,VIEW,POSSIBLE_RENEWED_FROM_ID,"NUMBER(22,0)",COLUMN,N,CPS_DSCI_BR,30
1373,CAM_DS_CVDPRDLINE_DETAIL,VIEW,DNT,VARCHAR(25),COLUMN,N,CPS_DSCI_BR,30
1374,CAM_DS_CVDPRDLINE_DETAIL,VIEW,SOURCE_CASE_NUMBER,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,30
1375,CAM_DS_CVDPRDLINE_DETAIL,VIEW,SOURCE_APPLICATION,VARCHAR(150),COLUMN,N,CPS_DSCI_BR,30
1376,CAM_DS_CVDPRDLINE_DETAIL,VIEW,SOURCE_LINE_CREATION_DATE,DATE,COLUMN,N,CPS_DSCI_BR,30
1377,CAM_DS_CVDPRDLINE_DETAIL,VIEW,EDWSF_SOURCE_DELETED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,30
1378,CAM_DS_CVDPRDLINE_DETAIL,VIEW,LAST_COVERAGE_DATE,DATE,COLUMN,N,CPS_DSCI_BR,30
1379,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,COVERED_LINE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1380,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,INSTANCE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1381,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,LSE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1382,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,OBJECT_CODE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,31
1383,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CONTRACT_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1384,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,SERVICE_LINE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1385,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,STS_CODE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,31
1386,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1387,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1388,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CLE_ID_RENEWED,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1389,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CLE_ID_RENEWED_TO,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1390,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,DNR_FLAG,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1391,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,PRICE_NEGOTIATED,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1392,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,PRICE_UNIT,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1393,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,PBS_FLAG,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1394,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,MAINTENANCE_PO_NUMBER,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1395,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,MAINTENANCE_SO_NUMBER,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1396,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,DATE_TERMINATED,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1397,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,LINE_NUMBER,VARCHAR(150),COLUMN,N,CPS_DSCI_BR,31
1398,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,TRN_CODE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,31
1399,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,LINE_CREATION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1400,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,LINE_LAST_UPDATE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1401,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,LINE_CREATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1402,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,LINE_LAST_UPDATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1403,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CURRENCY_CODE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,31
1404,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,DATE_RENEWED,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1405,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE1,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1406,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE2,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1407,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE3,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1408,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE4,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1409,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE5,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1410,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE6,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1411,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE7,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1412,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE8,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1413,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE9,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1414,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE10,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1415,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE11,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1416,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE12,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1417,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE13,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1418,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE14,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1419,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,CVD_ATTRIBUTE15,VARCHAR(450),COLUMN,N,CPS_DSCI_BR,31
1420,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,ENTITLED_START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1421,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,ENTITLED_END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1422,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,NRT_CREATION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1423,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,NRT_CREATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1424,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,NRT_LAST_UPDATE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,31
1425,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,NRT_LAST_UPDATED_BY,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1426,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,NRT_REQUEST_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1427,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,NRT_PROGRAM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1428,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,NUMBER_OF_ITEMS,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1429,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,INVENTORY_ITEM_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1430,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,PRODUCT_LABEL,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,31
1431,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,PRODUCT_NOTES,VARCHAR(2000),COLUMN,N,CPS_DSCI_BR,31
1432,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,DUPLICATE_COVERAGE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,31
1433,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,DUPLICATE_CVG_REF_LINE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1434,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,USD_PRICE_NEGOTIATED,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1435,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,USD_PRICE_UNIT,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1436,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,USD_CONVERSION_RATE,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1437,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,COVERED_LINE_MOVED_FROM,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1438,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,COVERED_LINE_MOVED_TO,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1439,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,SAVA,VARCHAR(4000),COLUMN,N,CPS_DSCI_BR,31
1440,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,MAPPED_SKU,VARCHAR(80),COLUMN,N,CPS_DSCI_BR,31
1441,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,ARCHITECTURE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,31
1442,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,TECHNOLOGY,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,31
1443,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,OFFER_TYPE,VARCHAR(150),COLUMN,N,CPS_DSCI_BR,31
1444,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,DEAL_END_CR_PARTY_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1445,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,ACTUAL_PRICE_NEGOTIATED,FLOAT,COLUMN,N,CPS_DSCI_BR,31
1446,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,PROGRAM_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,31
1447,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,END_DATE_FISCAL_PERIOD,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,31
1448,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,RENEWED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,31
1449,CAM_DS_CVDPRDLINE_DETAIL_H,VIEW,RENEWAL_ELIGIBLE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,31
