repo_name,function_name,table_name,column_name,file_name
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,DUPLICATE_COVERAGE_FLAG,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,DUPLICATE_IB_FLAG,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,DUPLICATE_IB_REF_INSTANCE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,DUP_SERIAL_NUMBER,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,EDWSF_SOURCE_DELETED_FLAG,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,INSTALL_AT_SITE_USE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,INSTANCE_CREATION_DATE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,INSTANCE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,INSTANCE_LAST_UPDATE_DATE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,INSTANCE_NUMBER,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,INSTANCE_STATUS_DESC,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,INSTANCE_STATUS_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,INVENTORY_ITEM_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,ITEM_NAME,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,ITEM_TYPE_FLAG,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,ORGANIZATION_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,PARENT_INSTANCE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,PO_NUMBER,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,REPLACED_INSTANCE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,SERIAL_NUMBER,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,SO_LINE_ID,MCE-src.py
